"","business_lat","business_long","business_park","business_price","business_open","business_cat","n_photo","cum_n_tips","cum_max_friends","cum_max_u_elite","cum_max_us_fans","cum_max_us_rev","male","female","ch_in","date"
"75",36.159147,-115.152728,"true",2,"False","American",11,16,3975,9,730,2421,3,6,1,2014-04-20
"76",36.109706,-115.154021,"true",2,"True","Mexican",44,6,940,6,78,912,2,2,1,2012-03-07
"77",36.059716,-115.242234,"false",1,"True","Others",20,1,121,10,6,102,0,1,1,2016-06-04
"78",36.158705,-115.15293,"true",2,"True","Others",26,42,6026,10,697,1614,11,12,1,2018-05-12
"79",36.1447126,-115.2400919,"true",2,"True","American",53,3,190,5,13,373,1,2,1,2011-02-10
"80",36.0426311,-115.1530184,"true",2,"True","Asian",60,28,3094,9,148,727,11,5,1,2012-02-05
"81",36.1719980524,-115.1466319359,"true",2,"True","Others",11,22,1170,9,177,1232,5,3,1,2018-02-10
"82",36.0326281,-114.9836672,"true",1,"True","American",8,13,1193,7,122,297,2,3,1,2014-05-14
"83",36.1697807,-115.1455339,"true",2,"True","Others",12,36,6187,12,894,2665,14,10,1,2018-08-22
"84",36.020552,-115.089984,"true",2,"True","Others",24,3,244,8,28,706,0,3,1,2012-09-16
"85",36.102795,-115.168508,"true",3,"True","American",53,4,2916,9,219,1664,1,3,1,2015-03-31
"86",36.0577242,-115.1225863,"true",2,"True","Others",5,10,1299,8,153,852,4,5,0,2017-03-06
"87",33.469201,-112.0473809,"true",2,"True","Mexican",34,6,1345,11,199,755,3,1,1,2011-01-02
"88",36.0631376,-115.0434945,"false",2,"True","Asian",5,2,28,11,2,72,0,1,1,2012-11-17
"89",36.020552,-115.089984,"true",2,"True","Others",42,22,2094,9,190,1232,4,14,1,2018-07-18
"90",43.875849,-79.413679,"true",2,"True","Others",18,2,562,10,715,6314,1,1,1,2013-01-03
"91",36.0426311,-115.1530184,"true",2,"True","Asian",60,72,3094,13,596,3061,21,17,1,2013-11-07
"92",36.2406953,-115.0961299,"true",2,"True","Mexican",3,11,3558,8,376,1614,0,5,1,2014-04-13
"93",36.1180802326,-115.1724323608,"true",2,"True","American",82,3,3198,9,378,1431,2,1,1,2014-06-18
"94",36.1001831,-115.138668,"true",1,"True","American",11,3,3975,7,730,907,0,3,1,2012-08-29
"95",33.4719884,-112.0648068,"true",2,"False","Others",2,9,6187,12,894,1932,0,6,1,2012-09-04
"96",35.220076,-80.8119551,"true",2,"True","Others",2,1,49,6,15,255,0,1,1,2014-08-17
"97",33.3652497,-111.8607012,"true",2,"True","American",12,15,4351,6,738,763,4,7,1,2016-07-30
"98",33.5686625,-111.888922,"true",2,"True","Others",24,2,585,6,126,304,0,1,0,2018-10-25
"99",36.0175605896,-115.1178946994,"true",1,"True","Mexican",34,21,1287,9,183,1232,7,9,0,2017-05-22
"100",36.1150923353,-115.1546845794,"true",2,"True","American",22,22,1672,8,116,1258,4,13,1,2017-05-08
"101",36.0253639,-115.1190162,"true",1,"True","Asian",5,4,2916,9,219,1664,0,2,1,2012-10-26
"102",33.6546346318,-111.9292058819,"true",2,"True","American",5,7,471,9,55,439,1,6,1,2013-07-10
"103",36.1030612595,-115.1734502614,"true",2,"True","American",169,8,1170,9,183,1606,3,3,1,2015-02-08
"104",43.084781,-89.376208,"true",1,"True","Others",9,2,2940,7,289,1144,1,1,1,2012-11-08
"105",36.1575911274,-115.2856576831,"true",1,"True","Others",11,19,2916,9,219,1664,1,4,1,2012-05-24
"106",33.419568,-111.916097,"true",2,"True","American",37,2,73,6,6,192,1,0,1,2011-02-13
"107",36.1098294728,-115.1736184143,"true",4,"True","American",72,3,158,7,22,349,1,1,1,2014-02-24
"108",43.6592409,-79.38286,"true",2,"True","American",6,2,71,5,16,384,0,1,0,2015-07-13
"109",36.2812317365,-115.2861511407,"true",2,"True","American",7,8,3198,9,378,1431,2,5,1,2014-05-12
"110",36.0724521382,-115.0801667199,"true",1,"True","Mexican",22,32,2916,9,219,1664,8,5,1,2016-06-17
"111",36.0928664972,-115.1758682728,"true",2,"True","American",42,4,3975,10,730,1269,2,1,1,2011-05-13
"112",40.4289667,-79.9801756,"true",2,"True","American",7,4,3164,8,539,1180,1,2,0,2017-04-20
"113",36.1275122369,-115.168868991,"true",2,"True","Mexican",25,7,949,5,52,613,1,6,1,2016-03-17
"114",36.0697752391,-115.0799874426,"true",2,"True","Others",4,3,818,7,146,520,1,2,1,2013-01-06
"115",35.4819013369,-80.8818800812,"true",1,"True","Others",3,2,5249,11,436,967,2,0,1,2015-11-29
"116",43.8421215252,-79.3871925045,"true",2,"True","Others",6,3,154,6,24,428,0,2,0,2017-02-21
"117",33.5390898,-111.884781,"true",1,"True","Mexican",18,4,3402,9,499,1276,2,1,1,2011-11-02
"118",36.1594376869,-115.3166287189,"true",3,"True","American",38,5,3975,7,730,1185,3,2,1,2014-07-13
"119",33.493853,-111.9256247,"true",2,"True","Asian",15,4,1057,5,70,414,2,2,1,2014-02-11
"120",36.1584751,-115.1265495,"true",1,"True","Mexican",38,30,3198,9,378,1431,9,11,1,2014-03-24
"121",36.143856508,-115.2960613108,"true",1,"True","Others",6,12,427,9,55,1360,2,5,1,2012-07-26
"122",36.148748,-115.3321874,"false",2,"True","American",24,13,1073,9,183,698,3,8,0,2018-03-07
"123",36.1267945039,-115.2410376816,"true",2,"True","Others",6,9,1193,7,122,420,1,6,1,2015-10-05
"124",36.1578224556,-115.3112018601,"true",2,"True","Others",10,12,3975,9,730,1185,3,5,0,2013-05-16
"125",33.3607005,-111.859793,"true",2,"True","Others",4,1,9,8,0,25,0,1,1,2018-08-18
"126",36.0566224,-115.2352757,"true",1,"False","American",1,2,427,2,23,139,0,1,1,2013-05-09
"127",33.5395733,-112.0483460142,"true",1,"True","Mexican",9,8,359,5,33,205,2,2,1,2018-04-06
"128",33.5578118741,-111.8990320795,"true",1,"True","Others",8,3,585,5,126,304,0,2,1,2016-06-22
"129",33.5067002,-112.0821724,"true",1,"True","Others",9,3,534,1,113,310,0,2,1,2013-12-19
"130",36.12592,-115.198097,"true",2,"True","Others",23,12,1022,4,82,510,2,3,1,2012-04-15
"131",33.4950076,-111.9758635,"true",2,"True","American",22,18,1057,9,70,501,4,10,1,2013-07-30
"132",33.377568,-112.049455,"true",2,"False","Others",2,19,811,10,102,718,1,3,1,2015-09-09
"133",35.2208416857,-80.8102792551,"true",2,"True","Asian",3,3,2755,9,402,1523,1,2,1,2012-04-20
"134",36.0721934971,-115.0729977328,"true",1,"True","Others",37,19,1613,7,148,727,3,6,1,2013-10-09
"135",36.1440852,-115.2024865,"true",2,"True","American",44,6,2916,9,219,1664,1,3,1,2012-05-21
"136",36.1212805516,-115.1752190408,"true",2,"True","Others",11,33,3746,10,545,2421,8,12,1,2013-10-27
"137",33.45107,-112.055957,"true",1,"False","Mexican",2,4,359,5,33,205,2,0,1,2011-10-23
"138",33.5297921,-111.9275874,"true",2,"True","Asian",11,12,6187,12,894,1932,2,6,1,2012-11-25
"139",36.1564126328,-115.3328468966,"true",2,"True","Others",12,51,3094,10,256,1606,10,15,1,2014-01-05
"140",36.1260271514,-115.1929696908,"true",1,"True","Others",14,7,3198,9,378,1431,3,3,1,2011-09-23
"141",36.2738996,-115.2692654,"true",2,"True","American",8,3,955,9,165,1185,0,2,1,2012-09-19
"142",33.474345,-112.064842,"true",2,"True","Others",11,3,933,8,156,726,0,2,1,2012-06-10
"143",43.6776685,-79.3900106,"true",2,"True","Others",42,1,73,11,13,106,0,0,1,2013-09-26
"144",33.45496,-112.079908,"true",2,"True","Others",32,34,1785,10,125,855,6,11,1,2016-02-13
"145",43.9136218605,-79.4480583676,"true",2,"True","American",4,1,16,9,5,338,1,0,0,2018-03-19
"146",33.580741,-111.881806,"false",2,"True","Others",11,16,853,8,74,258,0,1,1,2011-01-31
"147",33.321866,-111.726244,"true",2,"True","American",40,12,938,8,60,892,8,3,1,2013-01-30
"148",36.089771,-115.297907,"true",2,"True","Others",12,7,1247,9,283,2421,1,3,1,2012-08-03
"149",36.0920061477,-115.1760053558,"true",3,"True","Others",14,4,3975,8,730,962,1,1,0,2017-06-26
"150",36.117349,-115.187432,"true",2,"True","Mexican",29,1,718,4,79,204,0,1,1,2017-07-14
"151",40.429105,-79.810933,"true",2,"True","Mexican",1,2,253,7,28,571,0,2,1,2014-05-05
"152",36.0350856,-115.1357861,"true",1,"True","Others",24,20,1150,8,108,958,5,6,1,2013-09-16
"153",35.178752,-80.880019,"true",2,"True","Others",10,4,424,8,106,1400,1,1,1,2014-06-24
"154",33.4474607,-112.0736676,"true",2,"True","American",9,7,328,9,55,398,3,0,1,2012-07-29
"155",36.1265169,-115.2017455,"true",1,"True","Others",27,17,3975,9,730,1664,7,8,1,2013-07-22
"156",36.1188384,-115.1544802,"true",2,"False","Others",35,50,5817,9,730,1982,8,15,1,2012-07-12
"157",36.126663,-115.20992,"true",1,"True","Asian",19,1,2916,9,219,1664,0,1,1,2011-05-18
"158",36.0114062572,-115.1757787001,"true",1,"True","American",24,33,3230,9,186,1232,8,13,1,2018-01-14
"159",41.4987935,-81.6902577,"false",3,"True","American",29,3,574,9,94,580,1,2,1,2012-07-16
"160",36.0667760026,-115.0424710484,"false",2,"True","Others",67,25,3558,9,376,1614,5,8,1,2016-05-28
"161",43.8503187135,-79.3546555401,"true",2,"True","American",6,2,97,7,17,330,1,0,1,2014-10-03
"162",33.4947786,-112.0000599,"true",1,"True","American",3,5,3402,9,499,1276,1,2,1,2014-04-12
"163",36.1440859,-115.1943448,"true",1,"True","Mexican",13,6,3198,9,378,1431,2,3,1,2013-08-17
"164",36.157156,-115.1538305,"true",2,"True","Mexican",11,4,1193,8,122,631,1,3,1,2012-04-25
"165",35.9949501,-115.2062178,"true",2,"True","American",26,21,718,8,79,573,4,6,1,2012-12-07
"166",33.3015555,-111.8410643,"true",2,"True","Mexican",4,2,58,1,4,245,1,1,1,2017-09-08
"167",33.6386543369,-112.149860578,"true",2,"False","American",1,2,583,5,63,614,2,0,1,2012-06-09
"168",33.334598,-111.87475,"true",1,"True","Asian",12,18,4351,9,738,1271,2,9,1,2018-04-12
"169",43.6875274,-79.3940599,"true",2,"True","Others",9,1,288,3,66,472,0,1,1,2013-07-20
"170",33.4259647,-111.9402513,"true",1,"False","American",11,1,251,9,8,62,1,0,1,2015-10-17
"171",33.452162,-111.727862,"true",2,"True","American",3,1,819,8,125,726,0,1,1,2011-12-30
"172",40.4422285653,-80.0019846969,"true",2,"True","American",49,6,325,7,28,571,2,4,1,2016-06-20
"173",33.4787324,-111.9252963,"true",2,"False","Others",4,24,3402,9,499,1276,3,10,1,2013-06-03
"174",36.0912192601,-115.1758038998,"false",2,"True","American",20,3,777,10,112,588,3,0,1,2014-08-16
"175",36.1431362393,-115.1747075477,"true",2,"True","Others",135,21,6026,10,697,1606,10,6,1,2016-01-04
"176",36.1145171608,-115.2955863655,"true",2,"True","American",19,16,1193,7,122,297,3,4,1,2012-08-12
"177",36.1564126328,-115.3328468966,"true",2,"True","Others",11,18,3094,10,256,1234,4,8,1,2011-12-21
"178",36.1202445884,-115.1733899117,"true",2,"False","Others",16,1,124,7,5,169,1,0,1,2011-05-13
"179",36.0264652,-114.9647508,"true",1,"True","Others",11,1,2916,9,219,1664,0,1,1,2011-09-25
"180",36.103262,-115.174101,"true",2,"True","Others",74,5,3746,7,545,547,1,4,1,2016-11-21
"181",33.5073476,-112.0376461,"true",2,"True","Others",11,4,534,6,113,382,1,3,1,2013-12-13
"182",43.6644821,-79.3255005,"true",1,"True","Asian",3,7,1451,7,418,1181,2,3,1,2013-03-30
"183",36.1641802266,-115.2896297427,"true",1,"True","American",45,25,3975,9,730,907,4,9,1,2012-08-25
"184",33.5864598183,-111.9255691349,"true",2,"True","Others",15,16,3934,11,648,934,5,7,1,2017-08-04
"185",36.1583371,-115.1580211,"true",2,"True","Others",17,7,1535,9,251,1184,1,6,0,2013-11-03
"186",36.1584759,-115.2930652,"true",2,"True","American",1,9,1779,8,210,1196,1,3,1,2012-10-02
"187",36.0673234,-115.0416159,"true",2,"True","American",22,4,1073,8,146,926,2,2,1,2017-04-03
"188",43.6433093,-79.3993786,"true",2,"True","Others",15,4,102,4,15,146,1,1,1,2013-07-29
"189",43.6721532,-79.2903522,"true",2,"True","Others",11,5,296,8,54,1047,2,3,0,2016-12-08
"190",36.1945083,-115.2416664,"true",2,"True","Others",1,2,293,2,25,510,0,1,1,2011-06-03
"191",43.8404817042,-79.3996000777,"true",2,"False","Others",7,2,511,6,141,306,0,1,1,2014-08-25
"192",43.655787,-79.41173,"true",2,"True","Others",3,5,3315,7,563,1356,0,3,1,2014-09-13
"193",33.4517982,-112.0769327,"true",2,"True","Mexican",19,31,1303,10,100,786,4,12,1,2014-07-27
"194",36.156094,-115.333584,"true",2,"False","Others",3,7,2916,9,219,1664,1,2,1,2011-09-08
"195",41.485492,-81.703914,"true",2,"True","American",58,12,6506,9,1150,1216,1,5,1,2014-09-23
"196",36.1657411,-115.1329505,"true",2,"True","American",95,12,3378,9,912,4308,6,3,1,2016-09-24
"197",33.2770908,-111.8604023,"true",2,"True","Others",2,1,61,7,3,182,0,0,1,2014-02-20
"198",36.1234783899,-115.1685780084,"true",2,"True","Others",13,10,963,8,165,1185,3,4,1,2018-02-10
"199",36.1005917,-115.1172961,"true",1,"True","Asian",29,29,3198,9,378,1431,9,8,1,2017-12-19
"200",36.060914,-115.040642,"true",2,"True","Mexican",11,17,1779,7,210,1232,4,7,1,2014-08-25
"201",36.0143788,-115.118275,"true",2,"False","Others",2,6,3198,9,378,1431,2,2,1,2012-08-09
"202",35.31032,-80.752236,"true",1,"True","Others",7,3,540,9,74,1361,2,0,0,2016-09-16
"203",36.1300289,-115.2777727,"true",1,"True","Others",11,21,3975,3,730,907,2,4,1,2012-04-28
"204",35.241145,-80.812057,"true",2,"True","Others",54,9,2755,11,402,1523,2,3,1,2012-03-10
"205",36.1439911,-115.1898654,"true",2,"True","Others",15,11,3975,9,730,907,3,5,1,2012-08-15
"206",41.4759144,-81.6909903,"true",2,"False","Asian",2,3,211,9,48,506,2,1,1,2011-11-16
"207",35.1457769,-80.9365337,"false",1,"True","Others",1,1,224,5,25,218,0,0,0,2015-07-10
"208",36.048992157,-115.1715393066,"true",2,"True","Others",38,21,1377,13,415,3061,5,7,1,2017-08-28
"209",33.6749041549,-111.9800812813,"true",2,"True","American",28,1,941,8,113,842,0,1,1,2012-07-06
"210",36.020945,-115.267745,"true",1,"True","Others",2,1,167,2,32,458,0,1,0,2017-08-09
"211",36.152929,-115.333119,"true",3,"True","American",49,14,1295,9,183,540,1,2,1,2017-08-14
"212",36.1022086676,-115.2024850128,"true",2,"True","Others",31,5,1060,9,183,540,0,2,1,2018-02-09
"213",33.349711361,-111.929925579,"true",1,"True","Others",22,30,3934,11,648,934,4,8,1,2017-02-25
"214",36.0565468623,-115.2783238665,"true",1,"False","Mexican",3,1,163,3,30,232,0,1,1,2016-11-06
"215",36.1156577,-115.301212,"true",2,"False","American",16,2,961,9,90,1019,1,1,1,2011-01-02
"216",51.0380869,-114.0849675,"true",2,"True","American",5,1,1375,3,193,829,0,1,1,2012-08-23
"217",36.147496,-115.2980657,"true",2,"True","American",42,1,164,3,25,149,0,1,1,2010-07-25
"218",36.0607848791,-115.0405527582,"true",1,"True","Others",13,11,917,7,180,1028,1,5,1,2013-12-20
"219",36.1258871,-115.1944248,"true",1,"True","Others",21,1,3975,3,730,907,0,1,1,2010-10-06
"220",33.4943157,-111.9242893,"true",2,"True","American",8,3,853,9,74,439,0,2,1,2012-03-17
"221",36.1575911274,-115.2856576831,"true",1,"True","Others",11,18,2916,9,219,1664,1,4,1,2012-05-18
"222",36.240227,-115.120791,"true",2,"True","American",18,8,1613,7,251,1184,4,2,1,2014-06-28
"223",33.5105022014,-112.0722487486,"true",2,"True","Others",57,3,534,7,113,310,2,1,1,2016-05-18
"224",36.1801198,-115.0797286,"true",1,"True","Others",7,5,3198,9,378,1431,5,0,1,2016-06-04
"225",33.2770025,-111.8753357,"true",2,"True","American",23,5,3978,12,350,960,1,3,1,2011-10-05
"226",35.1708909,-80.8504498,"true",2,"True","American",25,10,387,10,93,1145,5,3,1,2015-04-19
"227",33.638853,-112.123114,"true",2,"True","Others",6,5,325,11,8,81,1,1,1,2014-02-28
"228",36.0107451,-115.0648029,"true",2,"True","Asian",54,6,818,7,146,520,0,1,1,2016-10-06
"229",33.4062544551,-111.9094801259,"true",1,"True","Others",4,2,4351,6,738,2340,0,2,1,2017-02-22
"230",40.4389681,-79.9552124,"true",1,"True","Mexican",1,1,130,7,11,109,0,1,1,2013-10-11
"231",33.4655863,-111.9279622,"true",2,"False","Others",2,1,72,2,7,63,1,0,1,2010-12-22
"232",33.3549550783,-111.7897299305,"true",2,"True","Mexican",23,14,1155,12,297,786,3,8,1,2016-10-27
"233",35.2185176,-80.7948114,"true",1,"True","Mexican",14,3,2755,10,402,1523,0,3,1,2011-10-16
"234",36.2388964675,-115.1474425532,"true",1,"True","Others",3,4,645,7,61,354,0,1,1,2014-09-03
"235",33.50951,-112.060238,"true",2,"True","Others",10,10,938,10,102,1226,3,3,1,2012-07-20
"236",36.1462185653,-115.2424862981,"true",1,"False","Asian",7,6,2916,9,219,1664,1,1,1,2013-10-28
"237",36.1223280185,-115.1701118428,"true",2,"True","American",421,12,3746,9,545,1180,3,7,1,2018-02-09
"238",36.0944572,-115.2088673,"true",2,"True","Others",91,109,6026,10,730,1664,15,12,1,2013-04-09
"239",36.1230938,-115.2980657,"true",2,"True","Others",3,1,18,11,4,255,1,0,1,2011-04-12
"240",33.4474533,-112.0745574,"true",2,"True","American",1,4,328,9,55,398,1,2,1,2011-04-11
"241",36.0845009115,-115.2413614308,"true",1,"True","Others",42,1,3022,7,641,4321,0,1,1,2015-05-17
"242",41.483895,-81.7000678,"true",3,"True","Others",11,5,376,5,56,244,1,0,1,2011-10-22
"243",41.4840151,-81.7098131,"true",2,"True","Mexican",15,3,376,6,56,244,1,0,1,2012-07-06
"244",36.1073485,-115.1765836,"true",3,"True","American",90,5,1801,9,228,540,1,3,0,2017-01-17
"245",33.683323,-112.092428,"true",2,"True","Others",8,15,938,8,60,614,5,3,1,2015-01-17
"246",36.1041326556,-115.1735436304,"true",2,"False","Mexican",31,6,3094,8,196,926,2,1,1,2012-09-06
"247",36.1172377683,-115.1876179899,"true",2,"True","Others",42,11,1027,8,180,1028,8,0,1,2012-06-23
"248",35.2272592,-80.8404031,"true",2,"True","Others",7,5,6012,11,2086,2939,3,0,1,2014-08-02
"249",36.0295888,-115.062621,"true",2,"False","Asian",9,18,3198,9,378,1431,5,5,0,2016-07-11
"250",36.1136354358,-115.2614379354,"true",2,"True","American",21,29,1672,9,122,1019,6,11,1,2014-04-15
"251",33.492423,-111.930734,"true",2,"True","Others",16,8,292,5,48,521,4,2,1,2015-02-19
"252",33.3216692,-111.8056691,"true",1,"True","Others",11,3,21,8,1,52,2,0,1,2016-02-09
"253",33.5104882,-111.9861795,"true",2,"True","American",2,1,229,8,19,288,0,1,1,2012-04-07
"254",33.4928948,-112.3242313,"true",2,"True","American",11,1,33,8,2,48,1,0,0,2013-11-04
"255",33.6273043125,-111.8947665984,"true",2,"True","American",7,41,3934,11,648,1638,4,14,1,2014-06-14
"256",36.250338,-115.244002,"false",2,"True","Others",24,10,1786,8,112,638,2,5,1,2013-05-05
"257",33.4473917315,-112.0728310466,"true",2,"True","American",51,2,328,9,55,398,1,0,1,2011-03-06
"258",36.068655,-115.177945,"true",2,"True","Asian",43,20,5817,9,293,1982,4,2,1,2011-05-18
"259",33.6245114918,-111.923613487,"true",2,"True","American",28,6,2217,9,271,1234,5,1,0,2016-12-07
"260",33.4448019849,-112.0721177221,"true",2,"False","American",10,16,2232,9,378,855,2,4,1,2017-06-26
